"place_id","rating","language","text","relative_time_description","time"
"ChIJsZYEUSnA9EcRo3hsxFu9xsw",5,"fr","Je connais depuis 12 ans ce garage, c'est toujours un plaisir d'y passer. Les délais sont tenus, les prix restent raisonnables. Et le service a toujours été d'une qualité irréprochable. Paul et Mickaël sont toujours là pour nous aider à faire le meilleur choix.","3 months ago",1529418812
"ChIJWwHjbkXA9EcR1cwNuroi05Q",5,"en","Perfect garage","a week ago",1537423452
"ChIJWwHjbkXA9EcR1cwNuroi05Q",5,"en","Good Service with good prices ","a year ago",1491304015
"ChIJWwHjbkXA9EcR1cwNuroi05Q",5,"fr","Très bon garage sans ce garage je serais pas encore entre chez moi merci encore","2 weeks ago",1536819946
"ChIJWwHjbkXA9EcR1cwNuroi05Q",4,"fr","Quatre pneus valvés, montés et équilibrés pour 100€ en occasion c'est une prestation rarement égalée.\nUn arrivage de pneus une a deux fois par semaine ça aussi c'est plutôt du sérieux.\nQui plus est, les pneus vous avez la possibilité de les choisir. \nSeul bémol mais de taille, le personnel n'est pas souriant du tout. \nVous ne paierez pas cher mais à ce prix là, on ne vous fait pas cadeau du sourire... Dommage...","5 months ago",1523912055
"ChIJWwHjbkXA9EcR1cwNuroi05Q",5,"fr","Vous avez un problème de pneus alors c'est àu Canal que vous allez trouver la solution la plus économique. Les grandes enseignes de la concurrence ne font pas mieux. Pas de rendez vous ce n'est pas grave ils font tout pour vous satisfaire. On y trouve des pneus neufs et d'occasions à des prix imbattables. Je peux vous dire que dès fois il y a beaucoup de monde c'est pour cela que je vous recommande vivement de venir à l'ouverture. Cordialement Mjp","4 months ago",1527736142
"ChIJn4Q9a0rA9EcRUsqCst7QEwY",3,"fr","Bon garage","7 months ago",1519079149
"ChIJn4Q9a0rA9EcRUsqCst7QEwY",3,,"","4 weeks ago",1536125103
"ChIJn4Q9a0rA9EcRUsqCst7QEwY",5,,"","3 months ago",1529692922
"ChIJn4Q9a0rA9EcRUsqCst7QEwY",5,,"","5 months ago",1522998442
"ChIJn4Q9a0rA9EcRUsqCst7QEwY",5,,"","6 months ago",1521057573
"ChIJE1YvKzTA9EcRhQIi1dhg-io",4,"fr","Voiture acheté chez eux il y a 3 mois.état tres propre,voiture suivi en entretient.\nVendeur très pros,et sympatique il connaît ces véhicule.très bonne experience,prix correct.\nN'N'hésitez pas","3 weeks ago",1536441221
"ChIJE1YvKzTA9EcRhQIi1dhg-io",5,"fr","2ème passage chez eux et toujours au top pour le rapport qualité/prix des réparations accomplies.","3 weeks ago",1536165522
"ChIJE1YvKzTA9EcRhQIi1dhg-io",5,"fr","Je recommande fortement ce garage. Une réactivité, un suivi et un travail professionnel.","2 months ago",1532697283
"ChIJE1YvKzTA9EcRhQIi1dhg-io",5,"fr","Vraiment très bien ! Accueil, prise en charge rapide, travail sérieux et impeccable ! Voiture rendue toute propre et un petit parfum en cadeau... Que demander de plus !","6 months ago",1521223469
"ChIJE1YvKzTA9EcRhQIi1dhg-io",2,"fr","Très cher et malgré la fidélité de plusieurs réparations c'était pas pris en compte....80€ pour une pompe lave glace c'est de la vol","2 months ago",1533131163
"ChIJaXaQDm_s9EcRXT_KYTrS-D8",3,"en","The price is too expensive but the service is perfect","3 years ago",1436904290
"ChIJaXaQDm_s9EcRXT_KYTrS-D8",3,"en","Correct","a year ago",1482408853
"ChIJaXaQDm_s9EcRXT_KYTrS-D8",5,"fr","Centre Auto Sérieux. Des mécaniciens professionnels à l'écoute des clients. Le centre est très propre. Les prix sont super raisonnables.\nUn grand MERCI de m'avoir dépannée alors que vous étiez pleins à craquer  !","a month ago",1535219327
"ChIJaXaQDm_s9EcRXT_KYTrS-D8",5,"fr","Une découverte de samedi dernier. Très bon accueil avec de bons conseils sans pousser à la consommation. Un respect de l'engagement en terme de délais et prix, cette transparence est très appréciable.","4 weeks ago",1535980270
"ChIJaXaQDm_s9EcRXT_KYTrS-D8",5,"fr","Ils avaient du stock, et ont été assez rapides pour un changement de pneu suite à une crevaison (45 minutes). Professionnels et courtois.","in the last week",1538476198
"ChIJF5gcwf7q9EcRUrRmNzVzX1c",1,"fr","A ÉVITER ATTENTION.\nJE LE CONNAIS ON EST DANS LE MÊME SECTEUR DE TRAVAIL. IL M A DIT UN DEVIS  COMME ÇA A 500EUROS J'ÉTAIS CONTENT, LE MÉCANO M'APPEL ME DIT QU'IL FAUT CHANGER  DEUX AUTRES PIÈCES JE LUI EST DEMANDER LE PRIX. IL MA DIT PAR TÉLÉPHONE ENVIRON 50EUROS LA PIÈCE. DONC 100EUROS. JE VAIS RÉCUPÉRER MON VÉHICULE. \n\nFACTURE 986EURO. OUI OUI \nEN PLUS DE ÇA IL ME MANIPULE EN MAFFIRMANT QUE C'EST PAS LE DOUBLE. \n\nÀ ÉVITER DE TOUTE URGENCE. DES ESCROS COMME ÇA IL EN FAUT PLUS.","2 months ago",1530822048
"ChIJF5gcwf7q9EcRUrRmNzVzX1c",1,"fr","N'allez pas là bas, j'ai été confronté à tous les problèmes énumérés: \n- malhonnête/irrespectueux (remarques à la cons en oubliant qui est le client)\n- menteur (me dit d'attendre que la voiture de prêt arrive, en fait il fallait attendre qu'un ouvrier finisse son taf sur une voiture pour m'emmener avec et ainsi récupérer la place où il y avait la voiture de prêt car il y a très peu de place gratuite de libre) => pourquoi pas me dire la vérité tout simplement ? \n- voiture garée sur parking payant à 4 rue du garage, si amande tu l'as dans l'os\n- prêt d'une voiture qui est tombée en panne le lendemain en allant au boulot\n- voiture de prêt dans un piteuse état déplorable (ça bip de tous les cotés, pas d'indication sur l'ODB car 3/4 des diodes HS, volant tordu, pneu dégonflé, elle pu la graisse et l'huile à l'intérieur où même un chien ne dormirai pas), aucune explication de conduite ou autre sur le véhicule (on vous jète dessus et démerdez vous à sortir de la place) ...\n- ils ne mettent pas de protection dans les voitures, ils rentrent avec plein de graisse sur leur bleu sans couvrir les sièges et volant\n\nJe déconseille fortement ce garage Roubi, sauf si vous voulez vous faire arnaquer et perdre de m'argent !\n\nBref, si je pouvais poster sans mettre d'étoile il n'y en aurait pas ...","3 months ago",1528393216
"ChIJF5gcwf7q9EcRUrRmNzVzX1c",4,"fr","Ils ont pris le temps de regarder notre panne.mais ils n'étaient paq equiper pour reparer","4 months ago",1526090620
"ChIJF5gcwf7q9EcRUrRmNzVzX1c",3,"fr","Spécialiste volkswagen recommandé par le dépanneur.\n\nMa voiture à été déposé le mardi et récupérer le jeudi, donc assez rapide pour la réparation, pour un coût de 170€, j'ai eu le droit à une voiture de prêt (pas une ferrari mais bon ;)) tout à fait raisonnable. \n\nCependant, la communication n'est pas le fort de ce garage, ne demande pas mon accord avant les réparations, ne me tiennent pas au courant, me prennent de haut... \n\nMon avis reste donc mitigé.","7 months ago",1518433067
